,occurTime,age,occupation,isRock,occurMonth
1157,20,10,3,0,10
1158,20,20,4,0,10
1159,8,40,4,0,11
1160,19,20,3,0,12
1161,14,70,4,0,1
1162,17,10,2,0,7
1163,9,10,3,0,8
1164,17,10,1,0,12
1165,17,20,3,0,10
1166,22,40,4,0,6
1167,8,20,4,0,8
1168,17,10,2,0,11
1169,12,10,2,0,3
1170,18,10,3,0,4
1171,19,10,2,0,6
1172,7,40,4,0,6
1173,18,10,3,0,6
1174,20,10,2,0,6
1175,17,10,3,0,7
1176,9,10,3,0,7
1177,17,20,3,0,7
1178,18,10,2,0,8
1179,22,50,4,0,8
1180,6,20,3,0,8
1181,7,20,4,0,8
1182,14,10,2,0,8
1183,16,10,2,0,9
1184,15,10,3,0,9
1185,18,20,4,0,10
1186,17,20,3,0,10
1187,18,40,4,0,10
1188,17,50,4,0,10
1189,10,10,2,0,10
1190,1,10,3,0,11
1191,17,10,2,0,11
1192,6,10,2,0,12
1193,10,10,2,0,2
1194,12,10,4,0,6
1195,20,30,4,0,7
1196,13,20,4,0,10
1197,9,10,2,0,5
1198,15,50,4,0,5
1199,12,10,2,0,1
1200,18,10,0,0,4
1201,13,20,3,0,6
1202,12,30,4,0,8
1203,12,70,4,0,8
1204,17,30,4,0,9
1205,19,10,1,0,11
1206,15,10,2,0,6
1207,19,10,2,0,11
1208,6,10,2,0,7
1209,7,10,2,0,8
1210,20,10,2,0,8
1211,15,20,4,0,6
1212,8,30,4,0,7
1213,9,30,4,0,5
1214,21,40,4,0,5
1215,18,10,2,0,7
1216,20,20,4,0,10
1217,7,10,2,0,10
1218,17,10,2,0,10
1219,6,10,2,0,12
1220,20,20,4,0,12
1221,14,50,4,0,12
1222,15,20,3,0,7
1223,18,10,1,0,3
1224,8,10,2,0,9
1225,14,30,4,0,5
1226,14,10,1,0,2
1227,19,60,4,0,3
1228,12,10,3,0,3
1229,9,10,3,0,5
1230,19,10,1,0,6
1231,21,10,2,0,6
1232,13,10,1,0,7
1233,15,10,1,0,7
1234,0,20,4,0,8
1235,10,10,1,0,8
1236,19,10,2,0,10
1237,18,10,2,0,10
1238,20,10,3,0,10
1239,18,10,4,0,11
1240,14,40,4,0,4
1241,18,20,4,0,8
1242,13,10,0,0,9
1243,18,20,4,0,10
1244,17,40,4,0,4
1245,18,10,1,0,7
1246,21,10,1,0,8
1247,18,10,1,0,9
1248,16,10,0,0,5
1249,19,10,2,0,9
1250,4,40,4,0,4
1251,8,50,4,0,10
1252,18,10,1,0,7
1253,13,10,2,0,11
1254,18,40,4,0,12
1255,21,20,4,0,9
1256,0,10,2,0,12
1257,13,10,1,0,2
1258,16,70,4,0,9
1259,14,30,4,0,9
1260,8,10,2,0,2
1261,17,30,4,0,4
1262,18,10,2,0,4
1263,17,10,1,0,11
1264,12,10,2,0,2
1265,15,20,4,0,3
1266,21,10,3,0,8
1267,23,30,4,0,12
1268,6,10,2,0,8
1269,7,10,2,0,5
1270,21,20,4,0,5
1271,16,10,2,0,1
1272,17,20,4,0,10
1273,10,20,4,0,6
1274,12,10,2,0,7
1275,7,10,2,0,8
1276,8,10,4,0,3
1277,7,20,4,0,4
1278,18,10,4,0,4
1279,16,40,4,0,6
1280,9,10,2,0,7
1281,16,10,2,0,8
1282,8,20,4,0,10
1283,21,30,4,0,10
1284,17,10,2,0,2
1285,4,30,4,0,5
1286,10,40,4,0,5
1287,13,70,4,0,6
1288,22,30,4,0,6
1289,12,30,4,0,7
1290,19,20,4,0,7
1291,11,60,4,0,7
1292,13,30,4,0,11
1293,18,20,4,0,12
1294,22,20,4,0,7
1295,13,10,2,0,10
1296,8,20,4,0,12
1297,18,40,4,0,5
1298,12,40,4,0,8
1299,18,10,2,0,9
1300,8,10,2,0,1
1301,23,50,4,0,10
1302,10,20,4,0,4
1303,16,20,4,0,10
1304,18,20,4,0,11
1305,8,10,4,0,2
1306,6,10,2,0,2
1307,16,10,1,0,7
1308,7,10,2,0,8
1309,20,30,4,0,8
1310,7,20,4,0,12
1311,6,10,2,0,5
1312,6,10,2,0,8
1313,8,10,2,0,8
1314,21,10,2,0,9
1315,8,10,2,0,9
1316,12,20,3,0,10
1317,7,10,2,0,10
1318,7,10,2,0,10
1319,22,10,2,0,10
1320,3,20,4,0,9
1321,7,10,2,0,3
1322,12,20,4,0,7
1323,9,10,1,0,8
1324,11,50,4,0,4
1325,11,50,4,0,10
1326,18,10,1,0,7
1327,13,20,3,0,3
1328,18,20,3,0,7
1329,19,10,3,0,8
1330,0,10,3,0,9
1331,21,10,3,0,9
1332,13,10,3,0,9
1333,12,20,3,0,12
1334,5,20,3,0,12
1335,23,20,3,0,10
1336,8,10,2,0,5
1337,15,10,1,0,7
1338,20,10,2,0,7
1339,22,10,3,0,9
1340,10,10,3,0,1
1341,11,10,2,0,7
1342,21,10,1,0,12
1343,7,10,2,0,2
1344,18,10,2,0,5
1345,19,10,2,0,5
1346,13,10,1,0,6
1347,5,20,4,0,6
1348,8,40,4,0,6
1349,8,20,4,0,6
1350,13,10,1,0,8
1351,18,10,2,0,8
1352,14,70,4,0,10
1353,7,10,4,0,10
1355,8,10,2,0,4
1356,8,40,4,0,7
1357,11,10,1,0,7
1358,11,10,2,0,8
1359,19,10,2,0,10
1360,18,10,1,0,10
1361,17,40,4,0,11
1362,23,70,4,0,3
1363,19,10,2,0,5
1364,10,70,4,0,7
1365,11,20,4,0,10
1366,9,20,4,0,8
1367,9,10,3,0,1
1368,6,10,2,0,7
1369,0,20,3,0,8
1370,9,20,3,0,11
1371,22,10,4,0,10
1373,17,10,3,0,7
1374,6,50,4,0,1
1375,12,10,2,0,1
1376,7,10,2,0,1
1377,7,10,1,0,1
1378,8,10,2,0,2
1379,12,10,1,0,2
1380,7,10,2,0,4
1381,7,10,2,0,4
1382,14,10,1,0,4
1383,7,10,2,0,5
1384,7,10,2,0,5
1385,6,10,2,0,6
1386,8,10,2,0,6
1387,9,20,4,0,6
1388,8,10,2,0,7
1389,21,10,2,0,7
1390,12,50,4,0,8
1391,12,10,2,0,8
1392,7,10,1,0,8
1393,7,10,1,0,9
1394,8,10,1,0,9
1395,7,10,2,0,10
1396,18,10,2,0,10
1397,8,10,2,0,11
1398,18,20,3,0,11
1399,10,70,4,0,8
1400,14,10,2,0,9
1401,15,20,3,0,6
1402,15,10,3,0,7
1403,13,10,3,0,7
1404,9,20,3,0,7
1405,9,20,3,0,8
1406,18,10,3,0,8
1407,7,10,2,0,9
1408,9,20,3,0,10
1409,7,10,2,0,10
1410,6,10,2,0,9
1411,21,10,2,0,9
1412,9,10,2,0,3
1413,10,20,4,0,3
1414,7,10,2,0,5
1415,6,10,2,0,5
1416,8,10,2,0,5
1417,13,10,2,0,5
1418,8,10,2,0,6
1419,11,10,2,0,6
1420,12,10,2,0,7
1421,12,10,2,0,8
1422,7,10,2,0,10
1423,8,10,2,0,11
1424,7,10,2,0,12
1425,14,70,4,0,12
1426,12,10,2,0,9
1427,7,10,2,0,3
1428,14,10,1,0,4
1429,7,10,2,0,6
1430,9,10,2,0,6
1431,7,10,2,0,7
1432,7,10,1,0,11
1433,18,10,2,0,6
1434,7,10,2,0,9
1435,7,10,4,0,11
1436,7,10,2,0,2
1437,7,10,2,0,2
1438,11,10,4,0,6
1439,18,30,4,0,10
1440,19,10,1,0,11
1441,10,20,4,0,5
1442,10,10,1,0,7
1443,11,10,1,0,7
1444,15,70,4,0,8
1445,14,10,2,0,8
1446,7,10,2,0,8
1447,7,10,2,0,8
1448,20,40,4,0,8
1449,7,10,2,0,9
1450,20,20,4,0,10
1451,7,10,2,0,10
1452,17,40,4,0,10
1453,20,50,4,0,11
1454,9,10,4,0,1
1455,7,10,2,0,5
1456,7,10,2,0,6
1457,7,10,2,0,7
1458,7,10,2,0,12
1459,12,10,2,0,9
1460,12,40,4,0,3
1461,7,10,4,0,5
1462,8,10,2,0,2
1463,17,10,3,0,10
1464,20,30,4,0,1
1465,8,20,3,0,3
1466,13,10,2,0,3
1467,7,10,2,0,4
1468,19,10,2,0,4
1469,0,10,4,0,5
1470,7,10,2,0,5
1471,9,60,4,0,5
1472,17,50,4,0,6
1473,17,60,4,0,7
1474,19,10,3,0,8
1475,16,10,2,0,8
1476,5,40,4,0,8
1477,16,10,4,0,8
1478,20,10,2,0,9
1479,20,10,2,0,9
1480,14,10,2,0,9
1481,6,10,2,0,6
1482,18,70,4,0,1
1483,8,20,4,0,9
1484,21,10,2,0,7
1485,7,10,2,0,5
1486,22,10,2,0,5
1487,8,10,2,0,7
1488,0,20,4,0,5
1489,19,70,4,0,6
1490,18,10,1,0,6
1491,10,10,1,0,6
1492,6,50,4,0,6
1493,17,10,2,0,7
1494,16,10,2,0,8
1495,8,10,2,0,11
